kernel,N,bx,by,bz,total_threads,exec_time,gpu,dimensionality,compute_intensity,has_shared_memory,global_reads,global_writes,arithmetic_ops,memory_ops
reduce_kernel,256,8,4,1,32,0.0278,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,256,8,4,1,32,96.0268,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,256,16,2,1,32,0.3763,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,256,16,2,1,32,0.0163,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,256,16,2,1,32,110.7413,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,256,32,1,1,32,0.3807,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,256,32,1,1,32,0.0139,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,256,32,1,1,32,111.2877,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,256,1,64,1,64,0.3773,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,256,1,64,1,64,0.986,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,256,1,64,1,64,89.749,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,256,2,32,1,64,0.3796,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,256,2,32,1,64,0.2504,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,256,2,32,1,64,90.0578,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,256,4,16,1,64,0.3763,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,256,4,16,1,64,0.0687,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,256,4,16,1,64,103.6181,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,256,8,8,1,64,0.3758,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,256,8,8,1,64,0.0265,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,256,8,8,1,64,97.5981,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,256,16,4,1,64,0.3794,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,256,16,4,1,64,0.0165,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,256,16,4,1,64,122.4117,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,256,32,2,1,64,0.38,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,256,32,2,1,64,0.0143,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,256,32,2,1,64,112.859,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,256,64,1,1,64,0.3822,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,256,64,1,1,64,0.0158,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,256,64,1,1,64,113.0427,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,256,1,128,1,128,0.4699,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,256,1,128,1,128,0.9986,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,256,1,128,1,128,96.7959,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,256,2,64,1,128,0.3878,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,256,2,64,1,128,0.258,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,256,2,64,1,128,92.3568,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,256,4,32,1,128,0.3853,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,256,4,32,1,128,0.0715,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,256,4,32,1,128,141.7087,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,256,8,16,1,128,0.3775,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,256,8,16,1,128,0.0259,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,256,8,16,1,128,107.7655,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,256,16,8,1,128,0.3787,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,256,16,8,1,128,0.018,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,256,16,8,1,128,133.3234,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,256,32,4,1,128,0.3861,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,256,32,4,1,128,0.015,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,256,32,4,1,128,131.3262,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,256,64,2,1,128,0.3891,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,256,64,2,1,128,0.0161,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,256,64,2,1,128,128.9185,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,256,128,1,1,128,0.3799,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,256,128,1,1,128,0.0156,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,256,128,1,1,128,124.6002,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,256,1,256,1,256,1.4742,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,256,1,256,1,256,1.0122,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,256,1,256,1,256,146.3455,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,256,2,128,1,256,0.5819,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,256,2,128,1,256,0.2665,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,256,2,128,1,256,102.4098,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,256,4,64,1,256,0.3945,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,256,4,64,1,256,0.0773,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,256,4,64,1,256,248.9129,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,256,8,32,1,256,0.3822,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,256,8,32,1,256,0.0308,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,256,8,32,1,256,154.2016,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,256,16,16,1,256,0.3852,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,256,16,16,1,256,0.0229,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,256,16,16,1,256,246.8345,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,256,32,8,1,256,0.3898,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,256,32,8,1,256,0.016,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,256,32,8,1,256,242.8848,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,256,64,4,1,256,0.3904,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,256,64,4,1,256,0.0156,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,256,64,4,1,256,229.3953,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,256,128,2,1,256,0.3815,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,256,128,2,1,256,0.0165,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,256,128,2,1,256,205.3944,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,256,256,1,1,256,0.3748,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,256,256,1,1,256,0.0122,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,256,256,1,1,256,160.2701,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,256,2,256,1,512,1.5109,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,256,2,256,1,512,0.421,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,256,2,256,1,512,156.6092,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,256,4,128,1,512,0.7381,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,256,4,128,1,512,0.1195,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,256,4,128,1,512,499.1908,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,256,8,64,1,512,0.5305,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,256,8,64,1,512,0.0441,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,256,8,64,1,512,307.1799,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,256,16,32,1,512,0.3924,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,256,16,32,1,512,0.0249,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,256,16,32,1,512,491.834,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,256,32,16,1,512,0.3964,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,256,32,16,1,512,0.0193,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,256,32,16,1,512,483.9179,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,256,64,8,1,512,0.3926,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,256,64,8,1,512,0.0176,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,256,64,8,1,512,451.8506,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,256,128,4,1,512,0.3878,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,256,128,4,1,512,0.0167,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,256,128,4,1,512,394.082,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,256,256,2,1,512,0.382,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,256,256,2,1,512,0.0125,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,256,256,2,1,512,272.7409,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,256,4,256,1,1024,1.4714,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,256,4,256,1,1024,0.2392,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,256,4,256,1,1024,825.7393,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,256,8,128,1,1024,0.9446,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,256,8,128,1,1024,0.0745,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,256,8,128,1,1024,612.4135,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,256,16,64,1,1024,0.7335,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,256,16,64,1,1024,0.0326,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,256,16,64,1,1024,760.0037,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,256,32,32,1,1024,0.6245,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,256,32,32,1,1024,0.0257,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,256,32,32,1,1024,774.1268,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,256,64,16,1,1024,0.5643,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,256,64,16,1,1024,0.0194,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,256,64,16,1,1024,724.5653,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,256,128,8,1,1024,0.5558,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,256,128,8,1,1024,0.0179,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,256,128,8,1,1024,714.7915,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,256,256,4,1,1024,0.546,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,256,256,4,1,1024,0.0134,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,256,256,4,1,1024,530.7593,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,512,1,32,1,32,0.727,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,512,1,32,1,32,3.9844,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,512,1,32,1,32,360.8034,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,512,2,16,1,32,0.7395,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,512,2,16,1,32,0.9863,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,512,2,16,1,32,363.2846,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,512,4,8,1,32,0.7345,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,512,4,8,1,32,0.2546,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,512,4,8,1,32,413.184,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,512,8,4,1,32,0.728,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,512,8,4,1,32,0.0726,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,512,8,4,1,32,392.9,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,512,16,2,1,32,0.7489,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,512,16,2,1,32,0.0277,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,512,16,2,1,32,452.7019,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,512,32,1,1,32,0.7482,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,512,32,1,1,32,0.0166,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,512,32,1,1,32,448.7616,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,512,1,64,1,64,0.7939,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,512,1,64,1,64,4.0311,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,512,1,64,1,64,389.9304,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,512,2,32,1,64,0.7435,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,512,2,32,1,64,1.0197,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,512,2,32,1,64,368.6603,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,512,4,16,1,64,0.7436,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,512,4,16,1,64,0.2527,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,512,4,16,1,64,499.5795,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,512,8,8,1,64,0.7336,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,512,8,8,1,64,0.0718,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,512,8,8,1,64,408.1313,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,512,16,4,1,64,0.7445,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,512,16,4,1,64,0.0256,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,512,16,4,1,64,459.5762,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,512,32,2,1,64,0.7478,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,512,32,2,1,64,0.017,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,512,32,2,1,64,448.3508,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,512,64,1,1,64,0.7492,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,512,64,1,1,64,0.0149,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,512,64,1,1,64,452.3266,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,512,1,128,1,128,3.1854,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,512,1,128,1,128,4.0669,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,512,1,128,1,128,576.1837,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,512,2,64,1,128,0.8189,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,512,2,64,1,128,1.0516,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,512,2,64,1,128,401.8885,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,512,4,32,1,128,0.7492,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,512,4,32,1,128,0.279,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,512,4,32,1,128,788.1726,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,512,8,16,1,128,0.7389,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,512,8,16,1,128,0.0917,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,512,8,16,1,128,560.5514,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,512,16,8,1,128,0.7511,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,512,16,8,1,128,0.03,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,512,16,8,1,128,621.2831,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,512,32,4,1,128,0.7526,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,512,32,4,1,128,0.0174,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,512,32,4,1,128,536.8148,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,512,64,2,1,128,0.7634,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,512,64,2,1,128,0.0154,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,512,64,2,1,128,529.4812,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,512,128,1,1,128,0.7617,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,512,128,1,1,128,0.0158,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,512,128,1,1,128,514.7715,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,512,2,128,1,256,3.462,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,512,2,128,1,256,1.0733,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,512,2,128,1,256,606.2623,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,512,4,64,1,256,0.8738,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,512,4,64,1,256,0.298,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,512,4,64,1,256,963.0165,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,512,8,32,1,256,0.7532,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,512,8,32,1,256,0.1091,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,512,8,32,1,256,807.2581,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,512,16,16,1,256,0.7613,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,512,16,16,1,256,0.0478,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,512,16,16,1,256,834.5504,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,512,32,8,1,256,0.7609,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,512,32,8,1,256,0.0214,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,512,32,8,1,256,761.0164,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,512,64,4,1,256,0.7637,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,512,64,4,1,256,0.0156,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,512,64,4,1,256,737.5112,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,512,128,2,1,256,0.7627,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,512,128,2,1,256,0.0159,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,512,128,2,1,256,730.9262,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,512,4,128,1,512,3.1379,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,512,4,128,1,512,0.4526,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,512,4,128,1,512,1181.9821,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,512,8,64,1,512,1.1028,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,512,8,64,1,512,0.1526,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,512,8,64,1,512,950.8411,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,512,16,32,1,512,0.9095,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,512,16,32,1,512,0.0572,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,512,16,32,1,512,920.3035,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,512,32,16,1,512,0.7846,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,512,32,16,1,512,0.0298,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,512,32,16,1,512,921.4174,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,512,64,8,1,512,0.7744,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,512,64,8,1,512,0.0194,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,512,64,8,1,512,837.3302,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,512,128,4,1,512,0.7737,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,512,128,4,1,512,0.0162,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,512,128,4,1,512,767.438,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,512,8,128,1,1024,2.5438,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,512,8,128,1,1024,0.2742,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,512,8,128,1,1024,1197.6063,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,512,16,64,1,1024,1.9181,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,512,16,64,1,1024,0.091,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,512,16,64,1,1024,1209.0991,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,512,32,32,1,1024,1.2659,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,512,32,32,1,1024,0.0524,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,512,32,32,1,1024,1086.546,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,512,64,16,1,1024,1.1067,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,512,64,16,1,1024,0.0251,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,512,64,16,1,1024,1000.6161,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,512,128,8,1,1024,1.1073,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,512,128,8,1,1024,0.0174,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,512,128,8,1,1024,961.366,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,1024,1,32,1,32,2.9038,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,1024,1,32,1,32,15.977,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,1024,1,32,1,32,1144.809,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,1024,2,16,1,32,1.4807,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,1024,2,16,1,32,3.9191,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,1024,2,16,1,32,1003.0233,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,1024,4,8,1,32,1.5093,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,1024,4,8,1,32,0.9885,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,1024,4,8,1,32,1076.7532,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,1024,8,4,1,32,1.5354,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,1024,8,4,1,32,0.2563,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,1024,8,4,1,32,941.456,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
mean_kernel,1024,16,2,1,32,1.587,geforce_gtx_1080_ti,1,1.75,0,3,1,7,4
reduce_kernel,1024,16,2,1,32,0.0741,geforce_gtx_1080_ti,2,2.0,0,4,0,8,4
covar_kernel,1024,16,2,1,32,971.0969,geforce_gtx_1080_ti,1,3.6666666666666665,0,4,2,22,6
